zona,m2,recamaras,banos,estacionamientos,precio_venta_mxn,renta_mensual_mxn,antiguedad_anios,vacancia_pct,riesgo_zona
Mileno III,147.1,2,2,2,3679000,23600,11,7.3,3
Centro,96.3,1,1,1,2420000,12000,22,5.6,4
Corregidora,53.7,2,2,1,1571000,8200,9,6.4,3
Centro,128.6,3,1,2,2905000,17900,20,9.4,4
Juriquilla,118.1,2,2,2,3747000,19400,8,3.3,2
Jurica,155.4,4,3,1,8793000,42500,7,4.7,2
Juriquilla,75.5,3,2,1,2516000,15700,8,4.3,2
Corregidora,61.7,2,2,2,1660000,8700,13,3.8,3
Jurica,77.3,3,3,2,4592000,25700,18,5.5,2
El Refugio,86.5,3,2,2,2656000,13400,4,6.1,3
Mileno III,175.6,2,2,2,5085000,25700,4,5.2,3
Zibatá,126.0,3,2,1,5305000,28700,5,2.1,1
Cumbres del Lago,81.5,4,3,2,2930000,18300,1,3.4,2
Cumbres del Lago,153.0,3,3,2,5607000,30900,2,4.4,2
Cumbres del Lago,120.1,3,3,1,5985000,37700,6,4.1,2
Corregidora,119.5,2,2,1,3201000,16300,13,2.0,3
Corregidora,146.4,2,2,2,3127000,18800,15,5.9,3
El Refugio,92.1,2,2,2,2917000,16400,5,2.2,3
Jurica,57.5,3,3,1,3262000,19200,8,6.0,2
Zibatá,64.2,2,2,2,2022000,11600,2,3.7,1
Cumbres del Lago,128.8,3,3,2,5615000,34900,3,4.8,2
Jurica,136.6,3,3,1,5558000,35800,9,4.5,2
Mileno III,87.7,3,2,1,1829000,10300,7,4.5,3
Juriquilla,95.4,2,2,2,2902000,14000,6,2.2,2
Cumbres del Lago,122.4,4,3,2,6141000,34800,3,3.9,2
Juriquilla,123.9,3,2,2,3917000,22200,4,2.2,2
Centro,107.8,2,1,1,3069000,15100,29,9.0,4
Corregidora,96.5,2,2,1,2735000,16600,11,3.2,3
Zibatá,91.9,2,2,1,3332000,15400,6,3.9,1
Centro,90.9,3,1,1,2690000,12500,21,8.5,4
Zibatá,98.1,3,2,2,2739000,13200,2,2.9,1
Corregidora,151.0,3,2,3,4826000,24400,8,6.6,3
Jurica,126.3,3,3,2,5483000,32000,12,2.5,2
Jurica,73.5,4,3,1,2982000,18500,14,5.2,2
Cumbres del Lago,95.3,3,3,1,3927000,22200,3,3.7,2
Jurica,101.6,4,3,2,4577000,21300,12,4.5,2
Cumbres del Lago,108.8,3,3,2,4478000,25200,5,3.3,2
Zibatá,115.7,3,2,2,3632000,22400,0,3.7,1
Juriquilla,110.5,2,2,2,3617000,18800,1,3.5,2
Zibatá,99.4,3,2,2,3292000,20700,6,3.4,1
Corregidora,167.1,3,2,2,4468000,26000,9,3.4,3
Mileno III,158.8,2,2,2,3550000,17200,11,3.1,3
El Refugio,116.4,3,2,2,2653000,16100,8,4.9,3
Zibatá,134.9,3,2,1,5830000,28200,3,3.1,1
Juriquilla,184.4,2,2,2,7084000,40700,4,2.0,2
Corregidora,178.0,2,2,2,4098000,22400,7,4.7,3
El Refugio,131.0,2,2,1,4123000,23600,8,2.0,3
Mileno III,115.4,3,2,1,3406000,20100,4,6.2,3
El Refugio,92.0,3,2,1,2613000,12400,5,5.4,3
Jurica,76.7,4,3,2,5211000,31700,5,5.4,2
Zibatá,63.4,2,2,2,2502000,15800,0,3.5,1
Centro,101.0,1,1,1,1746000,10100,17,3.6,4
Juriquilla,132.6,2,2,2,3700000,22200,7,4.8,2
Zibatá,76.5,3,2,2,2422000,12500,0,2.6,1
El Refugio,125.2,3,2,1,2871000,16400,2,5.3,3
Corregidora,115.9,2,2,2,3555000,19200,7,4.1,3
El Refugio,139.7,2,2,2,3266000,17500,4,3.6,3
Juriquilla,141.2,3,2,2,4926000,25800,8,4.5,2
Centro,95.6,3,1,2,1960000,12400,21,4.2,4
Zibatá,97.1,3,2,2,4188000,21100,5,2.1,1
Zibatá,81.5,3,2,1,3067000,15600,6,2.7,1
Jurica,162.4,3,3,2,10298000,64100,13,4.9,2
Centro,120.6,1,1,2,3181000,18900,15,7.5,4
Juriquilla,92.9,2,2,2,2432000,12000,1,3.2,2
Cumbres del Lago,126.3,4,3,1,5322000,29900,6,3.6,2
Centro,116.0,1,1,2,2083000,11300,20,8.4,4
Jurica,115.2,3,3,1,5952000,34600,15,4.4,2
Centro,84.9,3,1,2,1859000,11400,22,6.5,4
El Refugio,89.1,3,2,1,2313000,14900,5,2.1,3
Juriquilla,132.7,2,2,1,5108000,23700,7,4.1,2
Zibatá,71.4,2,2,1,2154000,11200,0,3.1,1
Corregidora,68.1,3,2,1,2038000,11000,11,6.9,3
Corregidora,94.0,2,2,1,2447000,11800,5,2.2,3
Jurica,116.8,4,3,2,6014000,32000,8,4.2,2
Cumbres del Lago,156.5,3,3,3,5853000,37300,1,3.9,2
Centro,112.1,1,1,1,3171000,19000,26,9.2,4
Mileno III,144.7,3,2,3,3318000,15900,7,5.3,3
El Refugio,148.6,3,2,1,3618000,21500,3,4.8,3
Juriquilla,136.8,2,2,2,4615000,24400,4,4.7,2
El Refugio,95.1,3,2,2,2636000,16200,3,5.4,3
Corregidora,117.6,3,2,2,3141000,16000,13,7.1,3
Centro,98.8,2,1,2,2612000,13400,12,8.6,4
Juriquilla,84.1,3,2,2,2098000,12000,6,3.3,2
Corregidora,148.4,2,2,2,3410000,18200,6,8.0,3
Zibatá,71.2,2,2,2,1887000,10000,6,2.8,1
Juriquilla,127.2,3,2,2,3434000,15500,2,2.3,2
Mileno III,96.2,3,2,1,2734000,13500,8,7.0,3
Jurica,81.4,4,3,2,2917000,16400,13,3.7,2
El Refugio,123.0,3,2,2,2810000,15900,10,5.9,3
Corregidora,130.2,3,2,1,3276000,16500,9,5.3,3
Cumbres del Lago,111.2,3,3,2,5289000,26100,4,3.3,2
Jurica,76.8,4,3,1,3089000,15900,12,5.7,2
Centro,79.8,2,1,2,1784000,9200,16,2.4,4
Centro,80.8,3,1,2,2027000,12200,29,3.3,4
Centro,160.6,3,1,2,4391000,22700,25,3.4,4
El Refugio,120.3,2,2,1,4085000,20800,7,3.3,3
Cumbres del Lago,119.2,4,3,1,5394000,28500,7,4.5,2
Centro,86.0,3,1,2,2043000,9500,20,4.9,4
El Refugio,117.4,3,2,1,3515000,19100,4,4.9,3
El Refugio,45.0,2,2,2,1308000,7500,3,5.1,3
Cumbres del Lago,115.6,3,3,1,4818000,24100,7,2.3,2
Juriquilla,122.8,2,2,1,4294000,26100,4,2.6,2
El Refugio,137.0,3,2,1,3725000,16700,2,6.7,3
Centro,123.5,2,1,2,2448000,14600,19,7.5,4
El Refugio,132.8,2,2,2,3102000,16000,10,6.2,3
El Refugio,72.2,2,2,2,1636000,10000,9,2.6,3
Jurica,112.3,3,3,1,5846000,35700,16,4.9,2
El Refugio,101.8,2,2,1,2848000,13200,6,4.9,3
Mileno III,121.3,3,2,2,2906000,17100,9,6.3,3
Centro,119.3,1,1,2,2932000,14600,10,8.7,4
Corregidora,83.6,3,2,1,1984000,11600,11,2.8,3
Juriquilla,88.6,2,2,1,2399000,15200,6,2.4,2
Mileno III,116.9,2,2,1,2670000,16700,7,5.9,3
Corregidora,129.4,2,2,1,2692000,16500,4,5.3,3
Corregidora,112.4,2,2,1,2955000,19100,9,6.9,3
Zibatá,126.6,2,2,2,3244000,19900,6,3.0,1
Mileno III,152.6,3,2,3,4275000,21800,7,5.5,3
Juriquilla,45.0,3,2,1,1176000,6700,4,4.0,2
Zibatá,86.3,3,2,1,3567000,21200,3,3.5,1
Corregidora,120.4,2,2,1,2949000,17900,15,6.6,3
Zibatá,101.1,3,2,2,3680000,17100,2,3.0,1
Zibatá,102.8,3,2,1,3440000,19800,2,3.2,1
Zibatá,111.2,2,2,2,3531000,22200,5,2.5,1
Jurica,132.7,4,3,1,6476000,35100,8,4.9,2
Juriquilla,140.3,3,2,3,3235000,14900,3,4.7,2
Juriquilla,132.5,2,2,2,4340000,26000,6,3.0,2
Mileno III,80.6,2,2,1,2087000,12700,10,3.9,3
Corregidora,66.5,2,2,1,1437000,6700,7,3.0,3
Mileno III,75.4,2,2,2,1612000,9200,11,7.9,3
Mileno III,59.4,3,2,2,1556000,7400,9,4.7,3
Juriquilla,107.7,2,2,2,3746000,18000,5,2.3,2
Centro,74.1,2,1,2,1765000,8000,26,7.0,4
El Refugio,116.4,2,2,2,3326000,18900,4,3.5,3
Juriquilla,140.8,3,2,1,4978000,28500,8,3.7,2
Cumbres del Lago,146.1,4,3,2,6537000,33400,3,4.4,2
Cumbres del Lago,119.5,3,3,1,5432000,28700,1,3.0,2
Centro,107.0,1,1,2,2760000,16700,14,2.1,4
Mileno III,95.2,2,2,1,1893000,10600,12,7.2,3
Corregidora,169.7,2,2,2,5234000,25800,5,5.6,3
Juriquilla,85.0,3,2,1,3085000,16000,7,4.5,2
Corregidora,108.3,2,2,1,3518000,20000,8,4.5,3
Centro,132.0,3,1,1,2253000,12800,26,6.6,4
El Refugio,133.7,2,2,1,2957000,14500,8,4.2,3
Cumbres del Lago,94.8,3,3,2,3793000,19900,4,3.2,2
Cumbres del Lago,106.5,3,3,1,4432000,27700,3,2.2,2
Centro,68.2,2,1,1,1092000,5300,30,2.4,4
Jurica,45.0,4,3,1,1883000,9100,20,5.4,2
Juriquilla,150.5,3,2,2,3980000,25700,6,3.6,2
Cumbres del Lago,139.1,3,3,1,5372000,28600,4,3.9,2
Centro,73.9,1,1,2,1364000,7600,23,9.9,4
Jurica,82.3,3,3,1,4174000,23600,13,2.2,2
Corregidora,62.1,3,2,1,1458000,8800,15,2.4,3
Zibatá,145.8,3,2,2,4684000,30200,4,2.4,1
Cumbres del Lago,76.5,4,3,2,3264000,18400,3,3.0,2
Zibatá,87.2,3,2,1,2400000,13400,4,3.4,1
Corregidora,111.2,3,2,1,2589000,13700,15,8.0,3
Mileno III,58.1,2,2,1,1469000,8000,12,3.2,3
Cumbres del Lago,166.5,4,3,2,6379000,34700,5,3.8,2
Cumbres del Lago,78.1,4,3,1,3124000,17500,7,2.1,2
Mileno III,88.6,2,2,1,2677000,15300,8,5.4,3
Corregidora,54.2,3,2,1,1400000,6300,15,5.6,3
Mileno III,91.8,2,2,1,2037000,9600,9,2.5,3
Corregidora,83.3,3,2,2,1772000,10200,4,4.2,3
Juriquilla,108.1,2,2,1,3353000,19200,4,2.4,2
Cumbres del Lago,156.8,3,3,1,5154000,31300,1,3.0,2
El Refugio,96.8,3,2,1,2328000,11300,7,4.9,3
Cumbres del Lago,112.1,4,3,2,4347000,22900,4,2.0,2
Jurica,71.2,3,3,1,3093000,17300,13,3.2,2
Corregidora,179.1,3,2,3,3963000,19400,5,6.9,3
Juriquilla,65.6,3,2,1,1489000,6700,8,3.0,2
Corregidora,171.5,3,2,1,5393000,30900,7,5.1,3
Jurica,110.0,3,3,1,5653000,27100,11,3.5,2
Cumbres del Lago,107.1,3,3,1,4283000,25400,2,4.9,2
Zibatá,122.5,3,2,1,3920000,20700,1,2.4,1
Centro,85.0,1,1,2,2524000,12200,24,8.0,4
Mileno III,90.9,3,2,1,2593000,15800,6,6.7,3
El Refugio,139.7,3,2,1,3915000,23000,8,6.3,3
Cumbres del Lago,92.4,4,3,1,3804000,21000,6,3.0,2
Zibatá,98.2,2,2,2,4057000,23600,4,2.3,1
Mileno III,104.8,2,2,2,2699000,12800,6,7.7,3
Juriquilla,87.2,3,2,2,2072000,12200,3,4.6,2
Zibatá,115.3,3,2,2,3510000,19600,6,2.8,1
El Refugio,153.8,2,2,3,5060000,29900,2,4.3,3
Mileno III,54.7,2,2,2,1246000,6300,4,3.8,3
El Refugio,142.0,3,2,3,4108000,26500,4,5.1,3
Corregidora,153.6,3,2,2,4851000,25200,7,5.3,3
Juriquilla,98.9,2,2,1,2846000,18400,7,3.5,2
Mileno III,99.0,3,2,1,2615000,13900,8,6.0,3
Corregidora,122.9,2,2,1,4049000,24200,13,2.3,3
Juriquilla,136.3,2,2,1,3146000,17700,5,2.8,2
Juriquilla,67.7,2,2,1,1999000,12000,4,3.5,2
Zibatá,97.7,3,2,1,3019000,15400,1,3.4,1
Corregidora,73.0,3,2,1,2354000,11100,15,3.4,3
El Refugio,65.3,2,2,2,1807000,9300,9,2.2,3
Corregidora,138.8,2,2,1,3081000,16700,5,7.2,3
Zibatá,127.1,2,2,2,4727000,26300,1,4.0,1
Mileno III,140.7,2,2,1,3324000,20400,12,2.0,3
Jurica,101.4,4,3,2,4425000,21900,15,2.0,2
Cumbres del Lago,101.2,3,3,1,4156000,26200,4,3.3,2
Corregidora,71.4,2,2,1,2093000,10600,13,2.6,3
Juriquilla,143.8,2,2,2,4370000,20200,8,2.4,2
Zibatá,74.0,3,2,1,2396000,15300,0,3.6,1
Zibatá,90.9,2,2,1,3329000,21200,5,2.0,1
Zibatá,122.6,2,2,1,3410000,17300,2,3.8,1
Mileno III,174.1,3,2,2,4784000,28600,5,3.9,3
Centro,72.1,1,1,2,1228000,6500,24,6.4,4
Cumbres del Lago,137.0,3,3,2,5017000,23600,3,4.8,2
Cumbres del Lago,141.8,4,3,3,5484000,26700,8,4.3,2
El Refugio,156.6,2,2,3,4877000,28400,3,6.6,3
Mileno III,45.0,2,2,2,1263000,6200,10,6.9,3
Juriquilla,91.6,3,2,1,2960000,17800,8,4.8,2
Centro,88.7,1,1,2,1936000,10700,23,5.8,4
Corregidora,148.9,3,2,3,3281000,16300,13,3.9,3
Mileno III,76.8,2,2,1,1683000,10600,11,2.9,3
El Refugio,66.9,3,2,1,1724000,8400,5,6.6,3
Zibatá,92.6,2,2,1,3312000,16200,1,3.8,1
Jurica,134.2,3,3,1,6849000,40900,18,5.0,2
Jurica,61.7,3,3,1,2738000,13500,16,2.2,2
Zibatá,109.2,3,2,2,3654000,19000,5,3.9,1
El Refugio,83.8,2,2,1,2208000,13400,2,4.2,3
El Refugio,145.8,2,2,2,3676000,22000,8,3.7,3
Juriquilla,93.3,2,2,1,2777000,15000,2,2.2,2
Mileno III,75.9,2,2,2,1569000,7300,10,4.9,3
Centro,124.6,1,1,2,3184000,20400,20,6.9,4
Juriquilla,79.6,3,2,2,2165000,9800,2,3.5,2
Cumbres del Lago,135.4,3,3,1,4929000,30600,7,3.2,2
Mileno III,155.6,3,2,2,3893000,24500,6,4.0,3
Mileno III,129.8,3,2,2,3413000,18500,7,6.9,3
Jurica,69.4,3,3,1,3884000,20800,9,5.1,2
El Refugio,121.6,2,2,1,3284000,16100,6,4.7,3
Corregidora,130.4,3,2,2,3706000,22000,13,6.0,3
Centro,125.1,2,1,2,3086000,18700,23,6.3,4
Cumbres del Lago,184.5,4,3,2,8583000,48600,5,4.1,2
Zibatá,147.6,3,2,1,4414000,25300,1,3.2,1
Cumbres del Lago,93.7,4,3,1,3538000,17200,4,3.6,2
Corregidora,65.5,3,2,2,1846000,8500,9,6.5,3
Centro,110.1,1,1,2,2900000,17900,15,8.7,4
Mileno III,134.6,3,2,2,2797000,16300,4,5.7,3
Corregidora,181.7,3,2,3,5755000,31100,11,4.9,3
Centro,121.3,2,1,1,2894000,16300,19,6.0,4
Zibatá,96.7,3,2,2,2510000,15500,6,2.2,1
El Refugio,149.6,2,2,1,4059000,22900,6,2.2,3
Mileno III,146.4,3,2,1,4894000,30400,10,6.6,3
Cumbres del Lago,63.5,3,3,2,2639000,14400,1,2.9,2
Cumbres del Lago,87.6,4,3,2,3772000,21500,2,2.2,2
Mileno III,94.1,3,2,1,2800000,15400,6,4.1,3
Centro,117.2,2,1,1,2111000,13400,14,6.8,4
Jurica,122.0,4,3,2,6905000,43200,11,4.3,2
Corregidora,128.4,2,2,1,3522000,18600,5,7.1,3
Zibatá,84.2,2,2,1,2710000,15500,3,3.5,1
Corregidora,109.6,2,2,1,2373000,11600,4,7.9,3
Corregidora,113.8,2,2,2,2183000,11700,11,5.4,3
Corregidora,45.0,3,2,2,1100000,6600,15,7.0,3
El Refugio,114.2,2,2,2,3023000,18200,7,3.4,3
Jurica,87.1,3,3,1,4386000,25300,10,3.1,2
Jurica,78.1,4,3,1,4513000,28100,11,3.5,2
El Refugio,118.8,2,2,1,3170000,17000,3,5.8,3
Cumbres del Lago,160.0,4,3,2,5902000,28500,8,2.2,2
El Refugio,116.7,3,2,1,3258000,16500,2,3.7,3
Centro,141.7,3,1,3,2706000,14900,11,9.5,4
Cumbres del Lago,108.3,4,3,1,4141000,24500,8,3.4,2
Zibatá,120.1,3,2,2,5373000,25000,5,2.8,1
Juriquilla,128.8,3,2,1,3442000,19000,6,3.7,2
Cumbres del Lago,121.4,3,3,2,4233000,20100,5,4.6,2
Centro,104.1,2,1,1,1948000,10500,19,5.7,4
El Refugio,89.9,3,2,1,2275000,13100,4,4.6,3
Mileno III,95.6,2,2,2,2140000,9600,11,4.6,3
Mileno III,120.8,3,2,1,2833000,17900,4,7.9,3
Cumbres del Lago,142.9,3,3,2,6269000,31500,7,2.2,2
Corregidora,63.0,3,2,1,2012000,11400,9,7.7,3
El Refugio,86.2,2,2,1,1800000,11200,7,2.3,3
Jurica,114.5,3,3,2,4968000,30200,11,3.6,2
Corregidora,111.4,2,2,1,3391000,22000,5,4.7,3
Corregidora,126.8,3,2,1,3042000,19600,10,5.2,3
Corregidora,107.7,3,2,2,3590000,18800,8,5.1,3
Jurica,105.6,3,3,1,4895000,29600,11,3.5,2
Jurica,115.3,3,3,1,4821000,26500,17,5.2,2
Cumbres del Lago,47.0,3,3,1,1867000,12000,8,3.9,2
Zibatá,139.2,2,2,1,5236000,27400,1,3.7,1
El Refugio,149.1,3,2,2,3990000,25600,10,6.3,3
Corregidora,168.8,2,2,1,4749000,23900,15,3.9,3
Centro,114.3,1,1,2,2175000,9900,13,8.6,4
El Refugio,79.8,3,2,2,2160000,13900,8,4.1,3
Centro,92.4,3,1,2,2043000,11900,18,7.7,4
Mileno III,119.9,2,2,2,2718000,14700,5,7.0,3
Zibatá,109.8,2,2,2,2764000,14300,5,3.9,1
Cumbres del Lago,126.2,4,3,1,4441000,26200,8,2.7,2
Zibatá,99.5,2,2,1,4688000,28500,4,2.8,1
Juriquilla,142.5,2,2,3,5337000,33000,8,3.5,2
Zibatá,80.5,3,2,1,2223000,10000,3,2.6,1
Centro,91.5,3,1,2,2658000,17100,24,3.1,4
Corregidora,94.3,3,2,1,2117000,11700,10,2.3,3
El Refugio,124.2,3,2,2,3211000,20100,4,4.4,3
Jurica,90.6,4,3,2,3387000,18500,8,4.1,2
El Refugio,96.5,3,2,1,2410000,12300,8,3.5,3
Mileno III,114.6,3,2,2,3078000,14000,5,7.4,3
Jurica,165.8,4,3,2,8991000,56000,19,3.0,2
Zibatá,139.5,2,2,2,5109000,25200,1,2.5,1
Jurica,112.4,3,3,2,5125000,30600,15,5.6,2
Corregidora,141.6,2,2,2,3292000,20700,13,5.7,3
Zibatá,127.3,3,2,1,4476000,28400,6,2.9,1
Mileno III,105.5,2,2,2,2851000,16200,6,4.6,3
Zibatá,132.9,2,2,2,3735000,23300,5,2.0,1
Cumbres del Lago,125.3,3,3,1,5779000,32800,7,2.8,2
Cumbres del Lago,142.5,4,3,1,6393000,38800,8,4.5,2
Cumbres del Lago,96.3,4,3,2,4312000,27200,4,3.2,2
Zibatá,45.0,2,2,1,1272000,6600,4,3.4,1
Cumbres del Lago,99.9,3,3,2,3623000,23300,1,2.0,2
Jurica,85.9,4,3,1,4204000,26800,10,4.0,2
Jurica,107.7,4,3,1,4779000,27500,9,4.7,2
Corregidora,103.6,2,2,1,3144000,15300,12,2.5,3
Centro,145.4,1,1,2,3702000,16700,14,2.5,4
Centro,105.0,1,1,1,3332000,17900,18,4.3,4
Juriquilla,103.5,2,2,2,3752000,22000,4,4.1,2
Juriquilla,135.5,2,2,1,3746000,21300,2,3.5,2
El Refugio,122.5,3,2,1,3776000,22000,3,2.4,3
Centro,96.2,1,1,1,1760000,8600,26,5.5,4
Zibatá,132.7,3,2,1,4435000,24200,2,2.4,1
Jurica,122.6,4,3,2,6687000,42000,20,2.8,2
Cumbres del Lago,92.7,3,3,2,4002000,25400,3,4.5,2
Corregidora,81.2,2,2,1,2094000,10200,14,4.7,3
Jurica,69.4,3,3,2,3072000,18000,13,4.5,2
Jurica,74.4,4,3,1,3527000,19500,20,5.3,2
Zibatá,141.7,2,2,1,4946000,23200,2,2.3,1
Centro,105.4,2,1,2,2531000,14800,25,7.2,4
Cumbres del Lago,102.8,3,3,1,4360000,24500,5,2.1,2
Juriquilla,54.5,3,2,2,2265000,13300,8,4.0,2
Cumbres del Lago,83.6,3,3,2,3988000,21000,2,2.3,2
Centro,64.7,3,1,1,1554000,9900,26,2.8,4
El Refugio,108.3,2,2,1,3241000,14600,2,4.4,3
El Refugio,81.2,3,2,2,2024000,10000,5,5.1,3
Mileno III,136.2,2,2,1,2704000,17000,5,5.6,3
Cumbres del Lago,161.9,4,3,1,6649000,42900,8,3.5,2
Juriquilla,85.0,3,2,2,2034000,12400,1,2.9,2
Juriquilla,97.7,3,2,2,2707000,17500,3,3.9,2
Cumbres del Lago,102.8,3,3,1,3186000,18000,2,2.2,2
El Refugio,85.9,2,2,2,2274000,10500,9,2.9,3
Mileno III,78.2,3,2,1,2133000,11400,6,8.0,3
Zibatá,136.3,3,2,1,4949000,23700,3,3.2,1
Jurica,102.6,4,3,2,4273000,25500,16,5.5,2
Centro,136.9,3,1,1,3674000,22100,28,8.8,4
Jurica,118.6,3,3,1,6241000,34500,15,2.1,2
El Refugio,135.0,2,2,1,3494000,19800,6,5.7,3
Centro,135.4,1,1,2,2790000,17300,30,8.6,4
Juriquilla,90.4,3,2,2,2867000,15600,5,3.9,2
Juriquilla,111.8,2,2,2,3906000,23100,2,4.8,2
Zibatá,133.8,2,2,1,5447000,34800,5,2.5,1
Cumbres del Lago,154.0,4,3,3,5197000,24400,6,3.6,2
Corregidora,70.4,2,2,1,1964000,11600,12,3.0,3
El Refugio,104.9,2,2,2,3527000,17800,4,2.4,3
Juriquilla,93.4,2,2,2,2651000,16000,4,3.9,2
Zibatá,160.8,3,2,3,4177000,20800,4,3.8,1
Jurica,115.4,3,3,1,4884000,25900,14,2.8,2
El Refugio,64.8,2,2,1,1602000,7200,2,6.8,3
Mileno III,101.8,2,2,1,2312000,14500,12,2.2,3
Mileno III,141.9,2,2,1,3864000,21400,12,2.7,3
Centro,138.7,3,1,1,2815000,13800,17,4.7,4
Mileno III,108.8,3,2,1,3013000,14400,8,3.7,3
Jurica,116.9,4,3,1,4564000,29000,15,2.6,2
Cumbres del Lago,108.6,3,3,1,4373000,24000,2,2.0,2
Mileno III,85.6,2,2,2,2509000,15600,9,3.9,3
Zibatá,120.9,3,2,2,4726000,26800,0,2.2,1
Cumbres del Lago,133.1,3,3,2,4977000,31000,5,4.8,2
Jurica,91.3,4,3,2,3924000,17600,16,5.3,2
Juriquilla,127.5,2,2,2,4540000,28600,2,2.0,2
Cumbres del Lago,98.9,4,3,1,3891000,23700,7,2.8,2
El Refugio,117.8,3,2,1,3650000,17200,4,2.8,3
Juriquilla,140.7,2,2,1,4770000,26500,5,4.8,2
Centro,150.1,1,1,2,3576000,22700,23,2.4,4
Mileno III,121.4,2,2,1,3025000,14200,9,6.8,3
El Refugio,99.8,3,2,2,2552000,14300,2,2.2,3
Centro,117.0,3,1,1,2357000,11700,30,9.7,4
Jurica,138.6,3,3,2,7143000,36900,9,2.1,2
Juriquilla,82.3,2,2,2,2148000,10500,5,4.2,2
Mileno III,123.8,2,2,2,2661000,12600,4,5.1,3
Cumbres del Lago,96.4,4,3,1,2965000,18700,1,3.0,2
Juriquilla,136.1,2,2,2,4242000,26400,5,2.3,2
Cumbres del Lago,74.4,4,3,2,3174000,15500,7,2.3,2
Corregidora,85.8,3,2,2,2815000,17100,7,4.5,3
Zibatá,112.3,3,2,2,4908000,23700,1,2.2,1
El Refugio,107.7,2,2,1,2272000,10300,4,2.3,3
Corregidora,98.8,3,2,1,2866000,12900,6,6.0,3
Cumbres del Lago,69.0,4,3,2,2913000,14800,1,2.6,2
Jurica,88.7,3,3,1,4035000,18200,20,3.5,2
Centro,96.4,2,1,1,1674000,8300,26,6.0,4
Jurica,95.2,4,3,2,3910000,18300,7,2.4,2
Mileno III,84.4,2,2,2,2053000,12900,12,7.7,3
Zibatá,124.3,3,2,2,5239000,26800,2,3.5,1
Centro,109.8,1,1,1,2854000,14300,17,3.9,4
Jurica,90.3,3,3,1,5095000,27000,19,2.1,2
Cumbres del Lago,85.6,4,3,1,2806000,15400,2,4.9,2
Mileno III,101.8,3,2,1,2756000,13200,6,5.0,3
Centro,136.7,3,1,1,3337000,20000,16,2.8,4
El Refugio,121.0,2,2,2,2733000,13200,10,5.6,3
Jurica,87.3,4,3,1,5132000,25300,7,4.5,2
El Refugio,99.8,2,2,2,3461000,19000,7,2.8,3
Mileno III,98.4,3,2,1,2143000,12100,5,7.6,3
Cumbres del Lago,136.4,4,3,1,5764000,35400,6,3.1,2
Zibatá,88.1,3,2,1,3583000,23000,5,3.1,1
El Refugio,110.4,2,2,2,3428000,21300,8,3.9,3
Juriquilla,140.3,3,2,2,4296000,24700,6,2.1,2
Mileno III,73.7,3,2,2,1508000,8500,9,5.0,3
Cumbres del Lago,121.7,4,3,2,4307000,24200,8,2.9,2
El Refugio,45.0,2,2,1,1243000,6400,7,5.1,3
Mileno III,167.7,2,2,3,5029000,25300,12,3.4,3
Corregidora,90.3,3,2,2,2452000,15400,10,2.8,3
Centro,132.0,3,1,2,3807000,20200,20,8.4,4
Jurica,71.8,3,3,2,2760000,13200,17,6.0,2
Cumbres del Lago,46.9,3,3,1,2283000,12700,7,2.6,2
Cumbres del Lago,171.3,3,3,2,7184000,33100,4,4.4,2
El Refugio,72.9,3,2,2,2323000,14900,10,2.2,3
Zibatá,147.6,3,2,1,3638000,19700,4,3.1,1
Mileno III,117.7,2,2,1,2519000,15100,10,5.4,3
Mileno III,110.1,2,2,2,3366000,21000,11,4.6,3
Corregidora,125.3,3,2,1,3092000,19700,11,4.0,3
El Refugio,112.8,2,2,2,2664000,14000,8,4.0,3
Juriquilla,134.8,3,2,2,3142000,16800,4,3.4,2
Mileno III,129.6,2,2,2,3134000,18700,11,6.7,3
El Refugio,111.2,3,2,2,2374000,13100,5,4.8,3
Mileno III,141.1,3,2,3,3820000,24500,7,2.2,3
Jurica,58.7,4,3,2,2780000,17500,6,6.0,2
Cumbres del Lago,93.3,4,3,1,3013000,15100,5,3.2,2
Centro,166.9,1,1,3,4395000,25400,26,8.1,4
Zibatá,106.3,2,2,2,3420000,19000,6,3.8,1
Corregidora,133.9,2,2,1,2839000,15500,6,7.8,3
Zibatá,151.9,2,2,1,4608000,22700,0,3.2,1
Centro,138.8,3,1,1,3431000,15900,16,3.8,4
El Refugio,105.9,3,2,1,3418000,21600,10,2.4,3
Cumbres del Lago,128.5,4,3,2,5707000,28300,1,4.5,2
Corregidora,103.4,2,2,2,2223000,10900,10,7.9,3
El Refugio,112.7,2,2,1,3390000,20900,6,2.1,3
El Refugio,116.9,2,2,2,3073000,19100,9,3.6,3
Zibatá,106.9,2,2,2,3684000,20400,1,3.9,1
Juriquilla,139.7,2,2,1,3975000,23800,7,4.0,2
Juriquilla,186.5,3,2,3,5238000,23500,2,2.1,2
Centro,129.5,1,1,2,3060000,17900,30,6.7,4
Centro,151.1,1,1,2,3947000,21300,14,4.7,4
Jurica,80.0,4,3,1,4320000,22600,9,5.9,2
Jurica,139.8,3,3,2,7032000,36400,19,5.5,2
Corregidora,115.4,2,2,1,2710000,15900,13,3.5,3
Zibatá,123.1,3,2,1,5243000,28200,5,2.1,1
Corregidora,128.6,2,2,1,3461000,17300,7,3.3,3
Centro,131.7,3,1,1,3303000,19200,22,2.5,4
Juriquilla,111.8,2,2,1,3156000,18300,2,2.6,2
Zibatá,149.6,3,2,2,4979000,26700,3,2.1,1
